text_id,caption,new_text_id,new_caption
Word-1000053336,<人名>世界名人蜡像馆图片 - 第95张,1000053336,世界名人蜡像馆图片 
Word-1000053431,"只黑头发不黑皮肤,洗后是清水,白发立马变黑发!赶紧告诉家人吧!",1000053431,黑皮肤 黑发 白发 
Word-1000053437,"集团党委委员,副总经理邓鸿君检查长途汽车站进站口体温登记情况.",1000053437,集团党委委员 副总经理邓鸿君检查长途汽车站进站口体温登记情况 
Word-1000053548,"以地方管理为主""的院校;2003年,正式更名为兰州理工大学",1000053548,兰州理工大学 地方管理 院校 
Word-1000053593,"""另一大亮点在于,确立全方位监督管理的理念.",1000053593,大亮点 全方位监督管理 理念 
Word-1000053827,"住宿环境会让旅行变得更加完美
来昆明古滇名城推荐皇冠假日酒店90",1000053827,"住宿环境 昆明古滇名城 完美
 "
Word-1000053846,"提升理念修内功,砥砺奋进再出发——滁州五中教师暑期",1000053846,滁州五中教师 内功 理念 
Word-1000054073,"要不说撒娇的猫最好命呢,看来橘猫也是大智若愚啊!",1000054073,好命 大智若愚 橘猫 
Word-1000054107,学生科学素养读本 新科技,1000054107,学生科学素养读本 新科技
Word-1000054156,青岛地铁人奔赴河南救援 看着女儿百岁照休息|救援,1000054156,青岛地铁人 女儿 河南 
Word-1000054282,【德扎 / 乌豆】瞎疼螺丝官方studio版mv!帅爆!,1000054282,德扎 / 乌豆 螺丝官方studio版mv 乌豆 德扎 帅 
Word-1000054320,"通过技术层面渗透全球聚烯烃产业发展,这也是利安德巴赛尔公司的战略",1000054320,巴赛尔公司 技术层面 烯烃产业发展 
Word-1000054322,"戴着口罩也能""刷脸""进小区",1000054322,"戴着口罩也能""刷脸""进小区"
Word-1000054337,"他们很高兴成为我们品质的见证人.下面是他们的原创评论,欢迎致电!",1000054337,原创评论 见证人 品质 
Word-1000054354,正品国珍竹珍益齿护龈牙膏去黄渍美白口气清新祛除异味保护牙龈,1000054354,龈牙膏 美白口气 正品国珍竹珍益齿 
Word-1000054518,"桥面砼施工采用导轨,振动梁及提浆滚筒.",1000054518,提浆滚筒 振动梁 桥面砼施工 
Word-1000054555,三台县八洞镇初级中学校_教师风采_全体女教师,1000054555,三台县八洞镇初级中学校 教师风采 全体女教师 
Word-1000054594,<人名>的一小步丨维维说房,1000054594,<人名>的一小步丨维维说房
Word-1000054777,"战国(战国时代(中国战国时代)):史载,历史,战乱频繁",1000054777,史载 战乱 历史 
Word-1000054850,"开幕式表演相当""阴间"",看不懂还有点瘆得慌.",1000054850,瘆 开幕式 
Word-1000054873,迈足通 千层布鞋垫运动软底减震透气增高手工鞋垫摆地摊厂家批发,1000054873,地摊厂家 手工鞋垫 千层布鞋垫运动软底 
Word-1000054902,"气温飙升夏天马上来了,你的甜美连衣裙备好了吗",1000054902,甜美连衣裙 气温 
Word-1000054948,"正式因为甲烷-液氧发动机比冲高,推力大,运用到星际航行中也容易在",1000054948,星际航行 液氧发动机 甲烷 
Word-1000054956,公路自行车爱好者入坑一年左右选购高端车型有何建议?,1000054956,高端车型 公路自行车爱好者 坑 
Word-1000055089,"力助慈文传媒做优做强 江西出版定调""不会变""""变不了""",1000055089,慈文传媒 江西 力 
Word-1000055135,威少仅列控卫第十!名记为其抱不平 大o:他本该再拿mvp,1000055135,名记 控卫 mvp 
Word-1000055197,不一样的人生大家觉得他说的有道理还是很搞笑,1000055197,人生 道理 
Word-1000055228,供应湖北石菖蒲苗批发图片,1000055228,供应湖北石菖蒲苗批发图片
Word-1000055239,一周以后往日情分寸寸相思前任回头甜到心坎我们不散,1000055239,情分寸 心坎 
Word-1000055285,benq ms276f投影机使用说明书,1000055285,ms276f投影机 benq 说明书 
Word-1000055367,你可以穿梭行走在林荫小道闲庭信步拍照打卡亦可以站在仙缘渡桥上置,1000055367,仙缘渡桥 林荫小道闲庭信步拍照打卡 
Word-1000055494,布偶六个月尴尬期他以后还要尴尬多久大神帮看看,1000055494,大神 布偶 月 
Word-1000055503,当初不服威少成负面典型 如今拿过大合同后又能冲冠,1000055503,负面典型 大合同 威少 
Word-1000055526,一嘉一医养级高端月子会所(燕园全套房店),1000055526,一医 级高端月子 
Word-1000055549,100城新建商品住宅存销比排序(月),1000055549,商品住宅存销比排序 城 
Word-1000055577,给亚洲龙换个美版轮毂和贯穿条改装,1000055577,亚洲龙 美版轮毂 改装 
Word-1000055578,女巫(伊索寓言),1000055578,女巫(伊索寓言)
Word-1000055704,"【魔道】他执念成狂,心入魔障.",1000055704,魔道 执念成狂 心入魔障 
Word-1000055754,老唐山瓷—唐山出口瓷小彩盘一对,1000055754,老唐山瓷 唐山出口瓷小彩盘 
Word-1000055795,"督促保险公司完善非寿险准备金工作相关制度;增加法律责任规定,依据",1000055795,保险公司 非寿险准备金工作相关制度 法律责任规定 
Word-1000055923,"头肩顶形态是什么,头肩顶形态市场操作应该怎么办",1000055923,肩顶形态市场操作 头肩顶形态 
Word-1000055931,湖熟街道领导到访金城,1000055931,湖熟街道领导到访金城
Word-1000056027,18年来状元秀效率值大比拼 康宁汉姆挤进前四_nba,1000056027,状元秀效率值大比拼 康宁汉姆 
Word-1000056104,放入肉片蒜末盐煮三分钟放鸡精调味即可,1000056104,肉片蒜 鸡精 盐 
Word-1000056142,"4个百分点,在申万28个一级子行业中涨幅排名第25.",1000056142,一级子行业 申万 百分点 
Word-1000056152,湖北彩色防滑道路免费咨询,1000056152,湖北彩色防滑道路免费咨询
Word-1000056165,"介绍了领智三维自主研发的一系列应用于面部整形,数字化鼻整形与假体",1000056165,智三维 数字化鼻整形与假体 应用于面部整形 
Word-1000056309,"人教版教学课件2012<人名>物:核酸,糖类和脂质ppt",1000056309,糖类 人教版教学课件 核酸 
Word-1000056399,中国社会住区 中国建筑工业出版社清华大学建筑设计研究院深圳市建筑,1000056399,中国建筑工业出版社清华大学建筑设计研究院深圳市建筑 中国社会住区 
Word-1000056466,用他人身份证复印件办理3<人名>卡恶意透支被刑拘,1000056466,身份证复印件 卡 
Word-1000056468,曲谱名:喜送粮简谱,1000056468,曲谱名:喜送粮简谱
Word-1000056516,"不仅赖国在有内整完的售网络销 ,出口还个多家国.",1000056516,赖国 出口 国 
Word-1000056522,简单朴素的生活,1000056522,简单朴素的生活
Word-1000056525,害怕长期西药降酸副作用为什么不选择非药物降酸,1000056525,非药物 西药降酸副作用 
Word-1000056583,烧伤母女目前仍住在北京304医院.长城网 <人名> 摄,1000056583,长城网 母女 医院 
Word-1000056633,"粗黑硬发质,想换个发型求妹子推荐",1000056633,粗黑硬发质 发型 妹子 
Word-1000056676,"尤其是问题放在白石初和邱冬娜身上的时候,天生就有着一种不可调和的",1000056676,邱冬娜 白石初 
Word-1000056708,"两攻相遇,高颜值男孩让人羡慕",1000056708,"两攻相遇,高颜值男孩让人羡慕"
Word-1000056721,"张扣扣一案4月份开庭二审,网友:从轻发落,让作恶者知道报应!",1000056721,作恶者 张扣扣 案 
Word-1000056748,<人名>事交通学院镇江校区一行来我院调研,1000056748,我院调研 事交通学院镇江校区一行 
Word-1000056793,"玉笔通体单阴线刻一飞龙,笔帽镂雕六角形花纹,两端阴刻细回纹,出土",1000056793,笔帽镂 六角形花纹 玉笔 
Word-1000056798,垂直传染或环境污染的多种血清型沙门氏菌均可引起脾脏的严重病变,1000056798,严重病变 环境污染 血清型沙门氏菌 
Word-1000056809,"御坂美琴,壁纸,美图专场.抱走你的炮姐.",1000056809,坂美琴 美图专场 炮姐 
Word-1000056816,"""打脸事小,整体改制难度确实很大.",1000056816,脸事 整体改制难度 
Word-1000056836,"无风扇全被动散热虽然看似""非主流"",但也隐隐的出现在diy市场中",1000056836,非主流 风扇全被动散热 出现在diy市场 
Word-1000056973,矢量圣诞球,1000056973,矢量圣诞球
Word-1000057005,"<人名>:生活家总监设计师,获""",1000057005,生活家总监设计师 
Word-1000057091,"只有回不去的,而没有什么是过不去的",1000057091,不去 
Word-1000057156,预订台版《创业基因启动码商业周刊30周年强创业桉例精选》8大创新,1000057156,创业基因启动码商业周刊30周年强创业桉例精选 创业基因 强创业桉例 大创新 版 
Word-1000057433,【思维导图双证班】 第七次作业,1000057433,思维导图双证班 思维导图 证班 作业 
Word-1000057448,旗帜  标杆  凝聚   团结   力量   兄弟,1000057448,标杆 旗帜 兄弟 
Word-1000057493,"根据已经公布的消息,雷神公司研发的这款车载激光的一个重要用途是",1000057493,车载激光 雷神公司 重要用途 
Word-1000057496,鸡翅木博古架 厂家直销 横竖型博古架 红木工艺品 批发供应,1000057496,型博古架 批发供应 鸡翅木博古架 
Word-1000057514,绿色环保的超声焊接来帮忙,1000057514,绿色环保的超声焊接来帮忙
Word-1000057551,"可后来发现,有些女性,其实也助长了这种想法.",1000057551,女性 想法 
Word-1000057686,"27款地道家常菜推荐,健康营养又不失美味,一起试试吧",1000057686,地道家常菜 健康营养 美味 
Word-1000057761,m酒红色围线团焦糖枣p红色手工di编织毛巾牛奶棉送男友材料包新年,1000057761,男友材料包 酒红色围线团焦糖枣p红色手工di编织毛巾牛奶棉 
Word-1000057773,丁硕院长带队赴徐州医科大学考察交流,1000057773,丁硕院长 徐州医科大学 交流 
Word-1000057779,总有一种你没睡过| 凉席执行标准和种类大全,1000057779,种类大全 凉席执行标准 
Word-1000057901,"搜狐测评 | 神车也带""t"",试驾宝骏730 1.5t豪华型",1000057901,t 宝骏 神车 
Word-1000058059,汤 2000_1500,1000058059,汤 2000_1500
Word-1000058071,天津大学召开本科人才培养方案建设研讨会,1000058071,天津大学 本科人才培养方案建设研讨会 
Word-1000058140,<人名>选择绞刑就义是自愿还是<人名>故意<人名>说是他的学生,1000058140,绞刑就义 学生 
Word-1000058173,福建省2019年教学开放活动在大田县举办,1000058173,教学开放活动 大田县 福建省 
Word-1000058187,"<人名>的腰腹也太平了,牛仔裙都围裹不住,塞件t恤都有",1000058187,塞件t恤 牛仔裙 腰腹 
Word-1000058302,"经典中的经典,虽然看的是小辈们时演出,已经很不错了.",1000058302,小辈们 经典 
Word-1000058344,"我国粮食的进口量已超一亿大关,是什么原因导致我国粮食的不足?",1000058344,我国粮食 进口量 大关 
Word-1000058374,"因为与含有同样热量的亚麻籽油相比,磨碎的亚麻籽粉能提供更丰富的",1000058374,亚麻籽油 亚麻籽粉 同样热量 
Word-1000058402,信阳市羊山中学2016--2017学年度上期读书工作室工作,1000058402,工作室工作 信阳市羊山中学 年度 
Word-1000058488,中子星合并与黑洞合并主要有如下区别,1000058488,中子星合并 黑洞合并 如下区别 
Word-1000058514,【电影推荐】海街日记 / 海街diary / 2015,1000058514,电影推荐 海街日记 海街diary 电影 
Word-1000058568,"你好冬天早安心语正能量问候,最美的早安问候表情图片",1000058568,早安心语正能量问候 早安问候表情图片 
Word-1000058571,"俄罗斯 伊凡大帝钟楼 莫斯科 克里姆林宫, 胡来大叔",1000058571,伊凡大帝钟楼 大叔 克里姆林宫 
Word-1000058593,"左手持拍,进攻威力无比.",1000058593,"左手持拍,进攻威力无比."
Word-1000058609,御夫王苗癣痒灵软膏 皮肤外用软膏 党家癣膏狼毒偏,1000058609,御夫王苗癣痒灵软膏 党家癣膏狼毒 皮肤外用软膏 
Word-1000058729,中山达华智能科技股份有限公司 品质管理部,1000058729,中山达华智能科技股份有限公司 品质管理部 
Word-1000058737,"北斗定位精度提升到""厘米级"" 已覆盖亚太大部地区",1000058737,北斗定位精度 级 地区 
Word-1000058764,智能电动汽车的快速发展也提升了消费者对于燃油车的评价标准和期待值,1000058764,燃油车 期待值 评价标准 
Word-1000058806,"作为戏里最有钱的男人(据说只要他动一动手指头,上海就会有企业倒闭",1000058806,一动手指头 戏 男人 
Word-1000058982,"同城匹配弊端出现,聊天区乌烟瘴气,玩家存在诸多顾虑",1000058982,玩家 聊天区 同城 
Word-1000058988,"功夫不负苦心人,我以骄人的成绩700分冲进我梦中的殿堂""省",1000058988,功夫不负苦心人 殿堂 成绩 
Word-1000059011,咱们养殖户做养殖为了什么呢?还不是为了挣个辛苦钱!,1000059011,辛苦钱 养殖户 养殖 
Word-1000059062,"升级""课<人名>巡讲第十六场""|企业管理者的圈层突破()",1000059062,企业管理者 巡讲 圈层 
Word-1000059124,2020年普陀区幼儿入园网上报名即将开始!手把手教你如何操作,1000059124,普陀区幼儿 园 
Word-1000059149,国内网站建设费用联盟_【凉都人的一天】妇产科医生,1000059149,凉都人的一天 妇产科医生 凉都人 网站建设费用联盟 
Word-1000059170,漂亮少见的原封上海造币厂制方型中国工商银行国际货币会议纪念大铜章,1000059170,大铜章 原封上海造币厂制方型中国工商银行国际货币会议 
Word-1000059191,"张浚得报,遣一军守住湖东沿岸,其余尽数开拔.",1000059191,湖东 军 
Word-1000059212,【二手8成新】诺贝尔科学奖,1000059212,【二手8成新】诺贝尔科学奖
Word-1000059334,"4高效学习法无论哪方面的知识,都需要我们专注地学习才能掌握.",1000059334,知识 法 
Word-1000059351,"凯翼新款suv实车亮相,并没有五粮液设计元素!反而像瑞虎",1000059351,凯翼新款suv实车 五粮液设计元素 瑞虎 
Word-1000059391,全职宝妈谈兼职:想在带娃与柴米油盐中实现价,1000059391,全职宝妈 现价 娃与柴米油盐 
Word-1000059413,"<人名>久违亮相,穿斜肩短裙性感又高级,可惜胳膊粗壮太减分了",1000059413,肩短裙 胳膊 
Word-1000059441,"当然,白天俯瞰甘丹寺周围同样十分迷人,山下奔腾不息的拉萨河被沙洲",1000059441,拉萨河 沙洲 
Word-1000059473,惠达卫浴工厂店,1000059473,惠达卫浴工厂店
Word-1000059496,<人名> 山水画衡岳松云,1000059496,<人名> 山水画衡岳松云
Word-1000059524,湖北三本公办大学有哪些,1000059524,湖北三本公办大学有哪些
Word-1000059671,浙江松阳:百年老屋里的新年味儿,1000059671,浙江松阳 味儿 
Word-1000059695,胎是补好了···那这个东西怎么消啊?:非要到4s消吗?,1000059695,4s 胎 东西 
Word-1000059717,单反相机入门级中高级大师级等等究竟有什么区别,1000059717,单反相机入门级 区别 
Word-1000059821,"老婆说带娃太累做不了晚饭,这位爸爸就去验证了一下",1000059821,晚饭 娃 爸爸 
Word-1000059987,重返鉴真路:2008年鉴真纪念·逆渡航日中青年交流活动,1000059987,逆渡航日 青年交流活动 鉴真路 
Word-1000060002,天津市宝坻区人民医院,1000060002,天津市宝坻区人民医院
Word-1000060022,【国漫小姐姐】神印王座·采儿,1000060022,【国漫小姐姐】神印王座·采儿
Word-1000060088,小学数学一年级下册配教师教学用书.课本教材教科书,1000060088,年级下册 教师教学 小学数学 
Word-1000060089,"冬季滑雪,必不可少,畅享大自然,无需看天气,只需随心情!",1000060089,大自然 滑雪 天气 
Word-1000060125,武汉明德生物,1000060125,武汉明德生物
Word-1000060149,"邓伦《香蜜沉沉烬如霜》获好评 收官上演穿貂寻妻""名场面""",1000060149,香蜜沉沉烬如霜 香蜜沉沉烬 貂 妻 邓伦 
Word-1000060194,青岛海尔股权激励实施效果分析.docx 7页,1000060194,青岛海尔股权激励实施效果 docx 
Word-1000060272,"冒牌""女军官""只上两年学 嫁博士老公",1000060272,女军官 博士老公 
Word-1000060301,"除了看风景之外,不少周边游客喜欢在假日里约上三五好友来这儿烧烤.",1000060301,周边游客 假日 风景 
Word-1000060310,漫威总裁kevinfeige回应尚气与十环传奇<人名>,1000060310,漫威总裁kevinfeige 环传奇 尚气与 
Word-1000060320,美国黑胡桃纯实木质珠宝首饰盒收纳收藏盒双层带锁可放保险柜,1000060320,纯实木质珠宝首饰 保险柜 收纳 
Word-1000060346,天启今日赛事分享~巴甲:弗拉门戈vs弗鲁米嫩塞_联赛,1000060346,弗拉门戈vs弗鲁米嫩塞 巴甲 联赛 
Word-1000060401,"三餐份量平均分配,可以让肝脏稳定合成白蛋白,使合成代谢反应安定",1000060401,肝脏稳定 白蛋白 合成代谢反应 
Word-1000060445,"事业单位人员要注意,从聘用到退休,你需要知道这七点!",1000060445,事业单位人员 
Word-1000060516,目前研究确定的三种味觉感受细胞,1000060516,味觉感受细胞 研究 
Word-1000060560,烤得时候都能看见油冒出来了,1000060560,烤得时候都能看见油冒出来了
Word-1000060584,"百事可乐""把乐带回家""语音红包,听众热情度爆棚",1000060584,百事可乐 语音红包 听众热情度爆棚 
Word-1000060661,"在副所长沈骏眼里,又高又壮的大男人杭亮""绝对是一个细致的人"".",1000060661,副所长沈骏 大男人杭亮 人 
Word-1000060662,食品安全与营养健康ppt课件,1000060662,食品安全与营养健康ppt课件
Word-1000060730,"大厨说:吃膏蟹不用钱,坐下就送!早茶5.8折!",1000060730,吃膏蟹 大厨 早茶 
Word-1000060754,岳西2016.5.10通过的温,1000060754,温 
Word-1000060783,"码字原创不易,喜欢的记得关注亓纪的想法,也可以点赞,转发",1000060783,码字原创不易 亓纪 想法 
Word-1000060793,花鸟相闻,1000060793,花鸟相闻
Word-1000060813,晨读|国产新冠灭活疫苗实物首次亮相 已入组接种5万人,1000060813,已入组 活疫苗实物 人 
Word-1000060907,"小燕转过身来,眼泪止不住地流.",1000060907,眼泪 身 
Word-1000060921,视频电动车车库内失火4人被困电梯,1000060921,视频电动车车库 电梯 人 
Word-1000060938,"还有一点就是我难以适应每天八小时的工作,准时上班,准时下班,这太",1000060938,工作 小时 
Word-1000061006,儿童识字卡片幼小衔接前宝宝认字故事书五四快读快算,1000061006,故事书 儿童识字卡片幼小衔接 宝宝 
Word-1000061020,"先看看男星们,汪涵清秀?<人名>帅到",1000061020,男星们 汪涵 
Word-1000061204,"这是杨紫剧中也是我看过的剧中,和觉醒年代并列的一部剧.",1000061204,杨紫剧中 一部剧 觉醒年代 
Word-1000061232,"深情从来都只有被辜负,只有薄情才会被记住.",1000061232,薄情 深情 
Word-1000061236,"质感,硬朗又有男人味!你的秋冬外套里应该备有这么一件牛仔外套",1000061236,男人味 秋冬外套 一件牛仔外套 
Word-1000061315,"公元840年,回鹘人西迁,占领了龟兹.",1000061315,龟兹 公元 人 
Word-1000061343,从小听党话永远跟党走市教育局举办中小学生红色故事演讲赛深化学生,1000061343,市教育局 中小学生红色故事演讲赛 党话 
Word-1000061361,"【图】昔日""夫妻店""变连锁店 150多小卖部抱团""o2o""(图)",1000061361,图 夫妻店 小卖部 连锁店 o2o 
Word-1000061651,"游戏王中的q版武士们,虽然可爱,但却各显神通",1000061651,游戏王中 q版武士们 
Word-1000061730,sdn过时这些应用让sdn长盛不衰,1000061730,应用让sdn sdn过时 
Word-1000061830,"满足多元场景需求,比亚迪汉dm展现超强战斗力_腾讯新闻",1000061830,超强战斗力 腾讯新闻 多元场景需求 
Word-1000062028,"是经过以色列彻底改造过的坦克炮,全部坦克都装有新式的滑膛炮,火炮",1000062028,滑膛炮 以色列彻底 火炮 
Word-1000062030,"《邺侯家传》记载:""<人名>大历十三年,上召李泌入见,因容路嗣恭初",1000062030,邺侯家传 李泌入见 因容路嗣 家传 大历 
Word-1000062052,"25-8.26日鸭苗,毛鸭,鸭蛋报价行情-南苗拉涨,强势",1000062052,鸭蛋报价行情 毛鸭 鸭苗 
Word-1000062092,"邂逅美丽的向日葵花海,你若胜开,蜜蜂自来!",1000062092,向日葵花海 蜜蜂自来 
Word-1000062100,山东烟台有没有必要建方舱医院,1000062100,山东烟台有没有必要建方舱医院
Word-1000062117,"<人名>混血孙女正面首曝光,祖孙三人同看画展感情很好",1000062117,混血孙女 画展感情 祖孙 
Word-1000062230,澳大利亚revive手膜安利!,1000062230,澳大利亚revive手膜安利 
Word-1000062249,"摄影培训:拍律师形象照,有什么注意事项呢?",1000062249,律师形象照 摄影培训 注意事项 
Word-1000062454,殷六侠彻底崩溃,1000062454,殷六侠彻底崩溃
Word-1000062491,全国低碳日主题签名活动顺利举办,1000062491,全国低碳日主题签名活动 
